article,year,sentence,sentiment,confidence
2015/15-pg5.3_019.txt,2015,比如，社会主义国家共产党、左翼政党以国际金融危机为契机，对以往社会主义模式进行研究和反思，主张独立自主探索发展社会主义的道路,中性,0.4628
2015/18-pg6.2_005.txt,2015,国际金融危机爆发后，二十国集团取代八国集团，成为全球经济治理的主要平台,中性,0.5283
2015/08-pg3.2_010.txt,2015,中国不是危机源而是动力源（经济观察·专家谈中国经济） 作者：林丽鹂 时间：2015-09-16 本报记者 林丽鹂 近段时间，全球股市、汇市、大宗商品市场等价格波动剧烈，国际上有舆论认为类似2008年的金融危机又来了，并且这次危机的根源是中国,中性,0.4098
2015/08-pg3.2_010.txt,2015,中国人民大学校长陈雨露接受本报记者专访时反驳说：“在2008年至2009年国际金融危机的大动荡中，中国就是全球经济的定海神针,中性,0.4542
2015/08-pg3.2_010.txt,2015,看事实，中国为全球经济增长提供动力 2008年金融危机爆发后，中国政府率先决定扩大内需，果断实行一揽子投资计划，成功应对了国际金融危机,中性,0.4611
2015/08-pg3.2_010.txt,2015,中国经常项目顺差占GDP比重从高峰期的近10%下降到2%左右，不仅处在国际认可的4%合理水平内，还意味着国际金融危机以来中国为全球贸易再平衡贡献了近40%的份额,中性,0.4904
2015/17-pg6.1_009.txt,2015,操纵汇率，六大跨国银行被罚58亿美元 自国际金融危机以来，西方金融系统频曝丑闻 作者：张朋辉;李应齐 时间：2015-05-22 5月20日，英国巴克莱银行发表声明，承认该行存在操纵外汇市场的不当行为，同意向英美监管机构支付15.33亿英镑（约合24亿美元）的罚款,中性,0.4755
2015/17-pg6.1_009.txt,2015,2008年国际金融危机之后，美国国会曾针对外汇交易市场酝酿新的监管法案，不过美国财政部反对出台新的监管措施,中性,0.4707
2015/17-pg6.1_009.txt,2015,” 丑闻涉及大规模金融犯罪 金融危机后，尽管美联储采取了更为严格的监管措施，对违法活动不断开出巨额罚单，但是内幕交易、操纵价格、共谋串通等欺诈行为仍层出不穷,中性,0.4351
2015/17-pg6.1_009.txt,2015,英国当局在调查巴克莱银行在2008年金融危机期间通过“暗池交易”汇集的一笔巨大的资金,負面,0.4259
2015/17-pg6.1_009.txt,2015,此次同样被罚的苏格兰皇家银行，则因在金融危机期间发出不真实的误导信息面临调查,中性,0.5132
2013/63-pg20.2_014.txt,2013,他说，当前世界经济继续缓慢复苏，但国际金融危机深层影响远未消除，还存在许多不稳定不确定因素,中性,0.4968
