article,has_lesson_term,has_effect_term,n_matching_sentences,sample_sentences
2014/39-pg12.2_014.txt,1,0,0,
2014/39-pg12.2_015.txt,0,1,0,
2014/39-pg12.2_016.txt,0,1,1,蒙古国提出“矿业兴国”发展战略，使其在受国际金融危机影响的情况下仍保持良好发展势头
2014/40-pg12.3_001.txt,1,1,0,
2014/40-pg12.3_003.txt,1,1,1,此外，因受到国际金融危机和欧债危机等不利因素影响，许多欧洲电网企业无意愿也无能力新建输电线路
2014/40-pg12.3_006.txt,1,1,2,然而，德国的房地产市场平稳地度过了国际金融危机和欧债危机，几乎没有留下受危机影响的痕迹 || 总体来看，德国房地产市场的有效调控模式得到了国际金融危机和欧债危机的双重考验，从这个意义上说，德国的房地产市场发展经验值得肯定
2014/40-pg12.3_009.txt,0,1,0,
2014/40-pg12.3_010.txt,0,1,1,国家发改委的分析认为，受国际金融危机的持续影响，目前各地区经济下行压力仍然较大，东北地区深层次问题凸显，西部地区总体发展形势不容乐观，但地区经济增长格局仍然呈现出“东部缓中趋稳，中部稳中有进，西部稳中有忧，东北降幅较大”的总体特征
2014/40-pg12.3_011.txt,0,1,1,"“伪价值化”的西方民主扩张失灵是注定的结果 

 西方民主的失灵是2008年国际金融危机爆发以来人们关注的话题"
2014/40-pg12.3_012.txt,0,1,1,虽然近两年来，受国际金融危机影响，印度经济增速有所放缓，但作为一个庞大的经济体，其发展潜力巨大
2014/40-pg12.3_013.txt,0,1,0,
2014/40-pg12.3_014.txt,1,1,1,但由于近年来人们环保理念增强、燃油效率不断提高以及国际金融危机影响，再加上增税在美国属于敏感话题，燃油税已近20年未上调，因而燃油税收入整体呈下降趋势，这使得高速公路信托基金面临较大资金缺口
2014/40-pg12.3_015.txt,0,1,0,
2014/40-pg12.3_016.txt,0,1,0,
2014/40-pg12.3_018.txt,0,1,1,自金融危机爆发以来，由于越来越多因求职受挫而气馁的人放弃了寻找工作的努力，导致美国的劳动参与率持续下降
2014/40-pg12.3_019.txt,1,0,0,
2014/41-pg13.1_001.txt,0,1,1,然而，受伊拉克和阿富汗两场战争以及国际金融危机的影响，美国在全球事务中的领导者角色近年来受到普遍质疑
2014/41-pg13.1_002.txt,0,1,0,
2014/41-pg13.1_003.txt,0,1,1,为了应对国际金融危机带来的冲击，企业需要寻求更多银行之外的融资方式，同时刺激政策也带来了大量的信贷投放，这些资金需要找到合适的投资方向，导致影子银行开始迅猛发展
2014/41-pg13.1_004.txt,1,1,0,
2014/41-pg13.1_005.txt,0,1,4,"货币政策对经济稳中向好的作用
作者：吴小丹;周长
时间：2014-07-25

吴小丹 周 长 

 2008年以来，我国经济经历了自身周期性调整、结构性调整以及国际金融危机冲击等多重不利因素的叠加影响 || 但2008年9月以后，国际金融危机急剧恶化，对我国经济的冲击更加猛烈"
2014/41-pg13.1_006.txt,0,1,0,
2014/41-pg13.1_007.txt,0,1,1,"资料图片 
 

 王展鹏 国际金融危机的爆发、欧债危机的持续发酵、新兴市场国家与发展中国家的群体性崛起，都加速了国际权力转移的进程，包括英国在内的西方大国的传统影响力遇到新的挑战"
2014/41-pg13.1_008.txt,0,1,0,
2014/41-pg13.1_009.txt,0,1,1,“这样的回落，与2008年、2009年受国际金融危机冲击时有很大不同，那时候整个经济运行受到很大影响，大家心里都没底
2014/41-pg13.1_010.txt,0,1,0,
2014/41-pg13.1_011.txt,1,1,1,这套制度不仅极大地保护了客户资金安全，震慑了市场操纵、欺诈等违法违规行为，而且基本做到了风险可测、可控，守住了防范系统性风险的底线，并成功地抵御了2008年金融危机对我国期货市场的巨大冲击
2014/41-pg13.1_012.txt,1,1,0,
2014/41-pg13.1_013.txt,1,1,0,
2014/41-pg13.1_014.txt,1,1,1,国际金融危机影响深远，世界经济增长不稳定不确定因素增多，全球发展不平衡加剧，霸权主义、强权政治和新干涉主义有所上升，局部动荡频繁发生，粮食安全、能源资源安全、网络安全等全球性问题更加突出
2014/41-pg13.1_015.txt,1,1,1,同时，世界经济仍未完全摆脱国际金融危机影响，国际社会期待金砖国家继续保持发展势头
2014/41-pg13.1_016.txt,0,1,0,
2014/42-pg13.2_001.txt,0,1,0,
2014/42-pg13.2_002.txt,1,1,0,
2014/42-pg13.2_003.txt,0,1,1,2008年发源于美国的国际金融危机，引发了2008年第四季度大量资本流入美元资产
2014/42-pg13.2_004.txt,0,1,1,国际金融危机深层次影响还未消除，形形色色的保护主义明显升温
2014/42-pg13.2_006.txt,0,1,0,
2014/42-pg13.2_007.txt,1,1,0,
2014/42-pg13.2_008.txt,0,1,0,
2014/42-pg13.2_009.txt,0,1,1,2008年国际金融危机爆发时，很多国家的经济都受到影响，出现了非常大的波动，但中国经济相对稳定，其日益增长的进口需求帮助巴西等很多发展中国家平稳度过了这一艰难时刻，中国由此成为世界力量的重要一极，金砖国家在世界舞台上的地位也变得日益重要
2014/42-pg13.2_010.txt,1,1,1,国际金融危机爆发以来，世界经济深度调整，复苏过程充满艰难曲折，导致出口和吸引外资对我国经济增长的拉动作用明显弱化
2014/42-pg13.2_011.txt,1,1,3,一是受国际金融危机影响较小 || 制造业产业关联度高，需求弹性大，因此，2008年以来的国际金融危机对全球制造业需求影响较大
2014/42-pg13.2_012.txt,1,0,0,
2014/42-pg13.2_013.txt,1,1,1,"结束语 

 当前，国际金融危机的影响仍未消退，发展中国家特别是最不发达国家消除贫困与实现发展的任务依然艰巨"
2014/42-pg13.2_014.txt,0,1,0,
2014/42-pg13.2_015.txt,1,1,1,"结束语 

 当前，国际金融危机的影响仍未消退，发展中国家特别是最不发达国家消除贫困与实现发展的任务依然艰巨"
2014/42-pg13.2_016.txt,1,1,0,
2014/42-pg13.2_017.txt,0,1,0,
2014/43-pg13.3_001.txt,1,1,1,两国继续携手应对国际金融危机影响，努力推动世界经济复苏
2014/43-pg13.3_002.txt,1,0,0,
2014/43-pg13.3_004.txt,1,1,0,
2014/43-pg13.3_005.txt,0,1,1,为抵御国际金融危机的冲击，我国出台了经济刺激政策
2014/43-pg13.3_006.txt,1,1,0,
2014/43-pg13.3_007.txt,1,1,1,在国际金融危机深层次影响尚未完全消除的情况下，中韩还应该同舟共济、携手努力，共同引领地区发展，为亚洲繁荣和振兴作出贡献
2014/43-pg13.3_008.txt,0,1,1,但是，随着服装业的饱和，以及国际金融危机的冲击，工业缝纫机的需求也大幅下挫
2014/43-pg13.3_009.txt,0,1,1,其三，英国朝野对外语的重视程度不够，尤其在国际金融危机影响下，不少学校由于经费削减纷纷停止外语教学
2014/43-pg13.3_010.txt,1,0,0,
2014/43-pg13.3_011.txt,0,1,0,
2014/43-pg13.3_012.txt,0,1,0,
2014/43-pg13.3_013.txt,0,1,1,2008年国际金融危机爆发后，受冲击最大的正是这类出口企业
2014/43-pg13.3_014.txt,0,1,0,
2014/43-pg13.3_015.txt,0,1,0,
2014/43-pg13.3_016.txt,1,1,1,"” 

 2008年国际金融危机的冲击，让靠外贸起家的东莞厚街镇损失惨重……当地一批企业痛定思痛转向国内市场，政府也积极扶持企业由贴牌代工转向自营品牌"
2014/43-pg13.3_017.txt,0,1,0,
2014/43-pg13.3_018.txt,1,1,2,国际金融危机爆发后，国际社会在金融监管改革方面取得了一些共识，其中大银行“太大而不能倒”引发的系统性金融风险和道德风险，成为少数达成共识的领域之一 || 事实上，2008年爆发的国际金融危机，就是由雷曼这样一家系统重要性机构的倒闭所引发的
2014/44-pg14.1_001.txt,1,0,0,
2014/44-pg14.1_002.txt,1,0,0,
2014/44-pg14.1_003.txt,1,0,0,
2014/44-pg14.1_005.txt,0,1,0,
2014/44-pg14.1_006.txt,0,1,1,要克服国际金融危机的负面影响，恢复投资者信心至关重要，为此必须进行结构性改革，更好调动市场主体特别是私营部门的投资积极性
2014/44-pg14.1_007.txt,0,1,0,
2014/44-pg14.1_008.txt,1,1,0,
2014/44-pg14.1_009.txt,1,1,1,"各自为战，合作亦不可少（观点）
作者：张明
时间：2014-06-16

张 明 

 2008年爆发的国际金融危机对经济的影响，本质上是金融长周期步入衰退阶段造成的资产负债表型金融衰退"
2014/44-pg14.1_010.txt,0,1,1,"其他金砖国家 无法像危机之前那样继续依赖外需增长，结构改革进程呈现不同风景 

 国际金融危机爆发后，新兴市场国家，特别是此前外需依赖程度较高的，受发达国家经济增长放缓的影响较为严重"
2014/44-pg14.1_011.txt,0,1,1,由于采矿业为南非经济的支柱产业之一，受持续罢工影响，南非统计局上月底公布的数据显示，第一季度实际国内生产总值萎缩0.6%，这也是自2009年国际金融危机以来南非经济首次出现萎缩
2014/44-pg14.1_012.txt,0,1,1,美国2006年前房价的大幅上涨及次贷引发的房价大跌，诱发了全球性的金融危机
2014/44-pg14.1_013.txt,0,1,0,
2014/44-pg14.1_014.txt,0,1,0,
2014/44-pg14.1_015.txt,1,1,1,很多事后分析指出，“两房”在次贷危机爆发前大肆收购或担保收益率高但风险极大的私人抵押贷款证券，最终导致次贷危机爆发，引发国际金融危机，给全球经济带来深重灾难
2014/44-pg14.1_016.txt,1,1,3,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁 || 2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%
2014/45-pg14.2_001.txt,1,1,3,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁 || 2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%
2014/45-pg14.2_002.txt,1,1,3,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁 || 2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%
2014/45-pg14.2_003.txt,1,1,3,1997年亚洲金融危机爆发并迅速蔓延，港元受到国际投机势力狙击，香港金融市场动荡，与美元挂钩的联系汇率制度遭受冲击，金融体系的稳定受到严重威胁 || 2003年上半年，非典疫情肆虐香港，不仅危及香港同胞的生命健康，而且使尚未完全摆脱亚洲金融危机影响的香港经济雪上加霜，通货紧缩，市场萧条，失业率上升至8.7%
2014/45-pg14.2_004.txt,0,1,0,
2014/45-pg14.2_006.txt,0,1,1,"英国金融系统性风险降至2008年以来最低
作者：黄培昭
时间：2014-06-10

本报伦敦6月9日电 （记者黄培昭）英国央行英格兰银行9日发布报告认为，英国金融系统短期和中期遭受大冲击性不测事件的概率持续下降，已降至2008年国际金融危机爆发以来的历史最低位"
2014/45-pg14.2_007.txt,1,0,1,国际金融危机发生以来，一些国家也在反思过度依赖消费的发展模式，开始重视投资，鼓励资金流向实体经济和基础设施建设
2014/45-pg14.2_009.txt,0,1,0,
2014/45-pg14.2_010.txt,1,0,0,
2014/45-pg14.2_011.txt,0,1,0,
2014/45-pg14.2_013.txt,1,1,9,"人民视觉 
 

 新自由主义是导致2008年爆发的国际金融危机的重要原因 || 国际金融危机的爆发和影响的长期性，充分暴露了新自由主义的局限性和弊端，已呈现“落花流水春去也”的颓势 

 王义桅（中国人民大学国际事务研究所所长） 

 李文（中国社科院亚太与全球战略研究院副院长） 

 弗雷德里克·博卡拉（法国经济学家、巴黎第十三大学教授） 

 孔诰烽（美国约翰·霍普金斯大学社会学系副教授） 

 叶甫盖尼·阿弗德库申（莫斯科大学经济系教授） 

 朱安东（清华大学马克思主义学院副教授） 

 尼·安德鲁（巴西利亚大学市场监管研究中心教授） 

 戴维·弗莱舍（巴西利亚大学国际关系教授） 

 在经济理论方面，新自由主义将对自由化、私有化和市场化的推崇推向极端，20世纪80年代末90年代初以来，随着“华盛顿共识”的形成与推行而盛极一时 

 王义桅：作为一种思想流派，新自由主义是在亚当·斯密古典自由主义思想基础上形成和发展起来的，产生于20世纪30年代，以制度框架下的自由取代古典自由主义的放任自流，本身是经济学的一大进步"
2014/45-pg14.2_015.txt,0,1,0,
2014/45-pg14.2_016.txt,0,1,0,
2014/45-pg14.2_017.txt,0,1,0,
2014/45-pg14.2_018.txt,0,1,0,
2014/45-pg14.2_019.txt,0,1,0,
2014/46-pg14.3_002.txt,0,1,1,2008年国际金融危机就是一系列扭曲市场行为累积而成的后果
2014/46-pg14.3_003.txt,1,1,1,"” 

 【采访】中国社会科学院政治学研究所所长 房 宁 

 所以西方自己现在也在反思，包括金融危机以后，他们一个主要的一个认识就是由于长期的这种选举政治，造成了西方的政策它是短期化的，而且是功利化的，选前漫天地许愿，选后呢，实际上又为新的一轮选举做准备，所以它很难顾及一个国家整体的利益和长远的利益，而是为了赢得每一次眼前的选举而不负责任地去开出一些空头支票"
2014/46-pg14.3_006.txt,0,1,1,"全球议事日程的“制定者”，世界经济的“得利者”，原苏联国家关系中的“主导者”，是今日俄罗斯的国际定位 

 2008年国际金融危机后，“国际体系进入深刻调整的新阶段，世界需要新的发展哲学、美国的影响正在下降、西方对全球化的主导、多中心国际秩序进一步增强”等观念一度成为俄罗斯国际战略观的核心内容"
2014/46-pg14.3_007.txt,0,1,0,
2014/46-pg14.3_008.txt,1,1,1,由于2008年国际金融危机爆发加上欧债危机的影响，与其他领域显示出对“走出去”更加积极的热情相比，中国金融业表现的格外谨慎
2014/46-pg14.3_009.txt,0,1,3,"这些数据在一定程度上反映出金融危机对全球企业并购市场的消极影响，各国企业也因此采取了相对谨慎的投资策略 || 原因 金融危机阴霾制约并购市场扩张，跨国公司整体经营业绩不佳 

 导致近年全球并购市场变化的因素，既有世界经济的发展状况，也有跨国公司战略的变化"
2014/46-pg14.3_013.txt,0,1,0,
2014/46-pg14.3_014.txt,1,1,1,国际金融危机的冲击使一些欧洲国家失业率激增，很多经济和社会问题迟迟得不到解决，让不少人失去了对政府以及欧盟的信任，拒绝投票成为表达立场的方式之一
2014/47-pg15.1_001.txt,1,1,0,
2014/47-pg15.1_002.txt,1,1,0,
2014/47-pg15.1_003.txt,1,1,0,
2014/47-pg15.1_004.txt,0,1,0,
2014/47-pg15.1_005.txt,1,0,0,
2014/47-pg15.1_006.txt,0,1,1,奥巴马总统上台后，虽然积极表示要改善美拉关系，强调与拉美的平等伙伴关系，但因受国际金融危机影响，对拉美的投入相当有限
2014/47-pg15.1_007.txt,1,1,0,
2014/47-pg15.1_008.txt,1,1,0,
2014/47-pg15.1_009.txt,0,1,0,
2014/47-pg15.1_010.txt,0,1,0,
2014/47-pg15.1_011.txt,0,1,1,南非央行行长吉尔·马库斯近日表示，国际金融危机对南非造成很大影响
2014/47-pg15.1_012.txt,0,1,0,
2014/47-pg15.1_013.txt,1,0,0,
2014/47-pg15.1_014.txt,0,1,0,
2014/47-pg15.1_015.txt,0,1,1,据介绍，为应对“5·12”汶川特大地震灾害和国际金融危机的冲击，成都市出台了灾后购房入户政策，凡购买商品房（含二手房）面积在70平方米以上的市外人员即可落户
2014/47-pg15.1_016.txt,1,1,0,
2014/47-pg15.1_017.txt,0,1,0,
2014/48-pg15.2_001.txt,0,1,1,"” 

 上海自1993年建立最低工资制度以来，除2009年受国际金融危机影响、按照国家统一部署未作调整外，每年都调整最低工资标准，今年已是第二十一次调整"
2014/48-pg15.2_002.txt,1,1,1,发达国家情况有所好转，但其在这次国际金融危机中暴露的制度性、结构性缺陷不是短期内能修复的，其量化宽松政策退出是影响全球经济金融稳定的最大不确定因素
2014/48-pg15.2_003.txt,0,1,0,
2014/48-pg15.2_004.txt,0,1,0,
2014/48-pg15.2_005.txt,0,1,0,
2014/48-pg15.2_007.txt,0,1,0,
2014/48-pg15.2_008.txt,1,1,0,
2014/48-pg15.2_010.txt,0,1,1,国际金融危机后，发达经济体纷纷出台量化宽松货币政策，造成全球低利率、宽流动性，使新兴经济体经常面临脱离本国基本面的资本流动冲击，中国也深受影响
2014/48-pg15.2_011.txt,0,1,0,
2014/48-pg15.2_013.txt,0,1,1,2008年美国次债危机引发国际金融危机，中国的积极应对行动，有力稳住了东盟国家的市场
2014/48-pg15.2_014.txt,0,1,0,
2014/48-pg15.2_015.txt,1,1,5,"金融危机只是形式上结束了，其实际影响仍在持续 

 尼古拉斯·博斯特：美国已经走出了金融危机 || 正在创造新高的美国股指也许是金融危机已经结束的信号，然而，美国金融政策的转变对世界经济和金融市场究竟会产生什么影响还是未知数"
2014/48-pg15.2_016.txt,0,1,1,"现在，随着人口红利逐渐减弱，招工难了，工资涨了；在国际金融危机的影响下，订单少了，出口减了；随着国家对资源环境保护的重视，资源环境约束强了…… 

 我们必须正视这个阶段，大环境一变，发展过程中的问题也显现了，这就到了爬坡过坎的时候"
2014/48-pg15.2_017.txt,0,1,1,即使受到国际金融危机影响，该地区经济依然保持了相对良好的发展势头
2014/48-pg15.2_018.txt,0,1,0,
2014/49-pg15.3_001.txt,1,1,2,2008年由美国次贷危机引发的国际金融危机，成为自20世纪30年代大萧条以来全球最为严重的金融危机，其影响至今，是金融监管“失职”的典型例子 || 在欧元区及欧盟制度设计上，危机应对机制和金融稳定机制是缺失的，这导致欧债危机的应对一度被动化、政治化和分散化，直至欧洲稳定机制、长期再融资计划以及直接货币交易计划的实施，才使得欧元区建立了真正的金融危机应对机制、流动性支撑机制以及实质上的最后贷款人制度
2014/49-pg15.3_002.txt,1,0,0,
2014/49-pg15.3_003.txt,1,1,1,"中国金融学的时代使命与发展方向 

 此次国际金融危机后，随着全球经济金融格局的变化和中国国际地位的提高，如何在吸取发达国家经验教训的基础上，立足国情，兼容并蓄地发展中国的金融学，实现教、学、研全面进步，实现金融学建设与国家金融战略和经济发展和谐统一，成为新阶段中国金融学建设与人才培养的核心问题，也客观规定了中国金融学的时代使命与发展方向： 

 在思想理念的转变上，应更加注重解释现实世界的现象与规律"
2014/49-pg15.3_004.txt,1,1,2,美国次贷危机恶化，进而演变为国际金融危机之后，业界与学者努力在金融创新与监管的关系中探寻其成因及经验教训 || 美国次贷危机引发的国际金融危机警示我们：创新尚需适度，必须与市场的接受程度，管理层的监管能力相适应
2014/49-pg15.3_005.txt,1,1,1,2009年2月，国际金融危机威力正劲之际，经合组织公司治理指导小组在一份名为《金融危机带来的公司治理教训》的报告中指出，这场金融危机很大程度上源自一些大型金融公司在风险管控、薪酬设计等领域的内部治理失败
2014/49-pg15.3_006.txt,1,1,0,
2014/49-pg15.3_007.txt,1,1,0,
2014/49-pg15.3_008.txt,1,1,1,随着国内外发展环境的变化，特别是经历国际金融危机的洗礼，我们更深刻地感受到发展阶段转换带来的新冲击，更深刻地感受到发展战略机遇期内涵变化带来的新挑战，更深刻地感受到人民群众对发展质量和发展成果的新期待，从而更加坚定了深化经济体制改革、推进经济转型升级的信心和决心
2014/49-pg15.3_009.txt,0,1,2,然而，像世界其他地区一样，拉美国家不得不直面2008年国际金融危机的冲击，2009年拉美地区GDP增长率为-1.9%，打断了自2003年以来的经济扩张势头，“黄金10年”实际提前终结 || 这场国际金融危机一度对拉美经济造成巨大冲击：出口量大幅减少、投资急剧减少、侨汇收入锐减、经济活动极度疲软
2014/49-pg15.3_010.txt,0,1,0,
2014/49-pg15.3_011.txt,0,1,1,在过去30多年里不仅保持经济高速增长，而且一次又一次有效抵御了金融危机冲击
2014/49-pg15.3_012.txt,1,1,1,时至今日，国际金融危机的影响还没有过去，发达国家宏观政策调整又增加了发展环境的复杂性，部分亚洲国家经济增速下滑、通胀上升，甚至出现资本外流、货币贬值现象，国际上唱衰新兴经济体的声音再起
2014/49-pg15.3_013.txt,0,1,3,奥巴马执政之初，恰值金融危机导致国内经济衰退，加之长期深陷对外战争泥潭，耗费大量人力财力，国力式微、自信心受挫 || 从全球层面看，金融危机引发了关于美国实力及其全球领导地位的质疑和争论
2014/49-pg15.3_014.txt,0,1,0,
2014/49-pg15.3_015.txt,0,1,0,
2014/50-pg16.1_002.txt,0,1,0,
2014/50-pg16.1_003.txt,1,1,1,从世界范围看，2008年爆发的国际金融危机带来深远影响，世界进入经济增长低迷期、治理体系重塑期、新技术革命酝酿期
2014/50-pg16.1_004.txt,0,1,1,在国际金融危机中，中国的强劲增长为其他经济体提供了缓冲，但最近中国增长放缓也开始影响其他新兴市场经济体
2014/50-pg16.1_005.txt,0,1,1,国际金融危机爆发后，欧盟对非影响力不断下降，为维护欧盟在非利益，欧盟正考虑重返非洲
2014/50-pg16.1_006.txt,0,1,0,
2014/50-pg16.1_007.txt,1,1,1,欧盟受国际金融危机影响，遭遇冷战结束以来最严峻的挑战，亟待解决一系列结构性、系统性的深层次问题，但没有改变一体化发展的战略方向
2014/50-pg16.1_008.txt,1,1,0,
2014/50-pg16.1_009.txt,1,1,1,"2008年国际金融危机的爆发及其影响的长期性，使无论是在联合国、二十国集团等国际多边平台上，还是在各国智库、经济学家圈子内，都对上述问题进行深入探讨 

 今年年初，由于美国两党政治斗争，国际货币基金组织（IMF）份额和治理改革方案在美国国会受阻"
2014/50-pg16.1_010.txt,0,1,1,作为非洲最大的经济体，南非经济近年来深受国际金融危机的影响，国内生产总值增幅由2004年至2007年的平均每年5%左右跌至2008年至2012年的2%
2014/50-pg16.1_011.txt,0,1,1,"近日，民建中央调研组赴山东调研——
作者：廖文根
时间：2014-04-02

本报记者 廖文根 

 受国际金融危机的深层次影响，国际市场持续低迷，国内需求增速趋缓，我国部分产业供过于求矛盾日益凸显，传统制造业产能普遍过剩，特别是钢铁、水泥、电解铝等高消耗、高排放行业尤为突出"
2014/50-pg16.1_012.txt,0,1,0,
2014/50-pg16.1_013.txt,1,1,2,当时，国际金融危机影响还在发酵，欧债问题初露端倪，全球经济笼罩在一片不安之中，颇有“黑云压城城欲摧”之感 || 我们为中国同德国和欧洲合作应对国际金融危机冲击取得的成果感到高兴
2014/50-pg16.1_014.txt,1,1,0,
2014/50-pg16.1_015.txt,0,1,0,
2014/50-pg16.1_016.txt,1,1,0,
2014/50-pg16.1_017.txt,0,1,1,“南非网”近日报道称，非洲经济经受住了2008年国际金融危机的冲击，并获得高速增长，这不仅是因为非洲具有丰富的资源基础，更是中产阶级消费能力推动的结果
2014/51-pg16.2_001.txt,0,1,1,国际金融危机在全球范围内引发了反对资本主义的抗议浪潮，并引发了一些无政府主义者的袭击行为，但这些抗议活动与恐怖主义存在极大差别
2014/51-pg16.2_003.txt,0,1,0,
2014/51-pg16.2_004.txt,1,0,0,
2014/51-pg16.2_005.txt,1,1,0,
2014/51-pg16.2_006.txt,0,1,0,
2014/51-pg16.2_007.txt,1,1,1,从全球范围来看，大力发展高端生产性服务业正成为发达经济体应对国际金融危机冲击，构筑未来经济增长的新战略支点
2014/51-pg16.2_008.txt,0,1,0,
2014/51-pg16.2_009.txt,0,1,0,
2014/51-pg16.2_010.txt,0,1,0,
2014/51-pg16.2_011.txt,1,1,1,国际金融危机和欧债危机的冲击使中欧贸易受到了一些影响，中国和欧盟正在通过调整与改革，开发新的经贸合作资源
2014/51-pg16.2_012.txt,0,1,0,
2014/51-pg16.2_013.txt,0,1,0,
2014/51-pg16.2_016.txt,0,1,0,
2014/52-pg16.3_005.txt,0,1,0,
2014/52-pg16.3_006.txt,0,1,0,
2014/52-pg16.3_007.txt,0,1,0,
2014/52-pg16.3_008.txt,0,1,0,
2014/52-pg16.3_009.txt,1,1,0,
2014/52-pg16.3_010.txt,1,1,1,近几年，受金融危机影响，欧洲经济处于比较困难的时期，中国对欧洲经济的复苏给予了力所能及的帮助，采取了一些积极措施，比如购买欧洲重债国的债券等
2014/52-pg16.3_011.txt,1,1,1,在应对国际金融危机严重冲击之后，针对国内外经济大环境的新变化，2012年我国经济增速预期目标下调到7.5%
2014/52-pg16.3_012.txt,0,1,1,"我国创新驱动发展战略取得成效（信息快递）
《二十国集团（G20）国家创新竞争力发展报告（2011—2013）》显示
作者：李延玲
时间：2014-03-10

李延玲 

 日前出版的《二十国集团（G20）国家创新竞争力发展报告（2011—2013）》显示：由于受国际金融危机的持续影响，大部分国家的创新竞争力得分呈下降趋势；在G20成员国中，美国、日本、德国位列国家创新竞争力前三，我国排名第八位"
2014/52-pg16.3_013.txt,0,1,1,“这就是为什么东南亚国家股市汇市受到冲击，却并未酿成金融危机的原因
2014/52-pg16.3_014.txt,0,1,0,
2014/52-pg16.3_015.txt,0,1,1,"经济乍暖还寒 下行风险犹存（当前世界经济形势扫描①）
作者：吴成良;丁刚;吴刚;田泓;范剑青;彭敏
时间：2014-03-07

编者按 

 进入2014年，世界经济乍暖还寒，不稳定不确定因素仍然较多，新兴市场国家经济结构性矛盾凸显，国际金融危机影响的长期性和严重性需要充分重视"
2014/52-pg16.3_016.txt,0,1,0,
2014/52-pg16.3_017.txt,1,0,0,
2014/53-pg17.1_003.txt,0,1,1,甚至在国际金融危机时期，澳大利亚经济因受益于矿产出口也未受到严重影响
2014/53-pg17.1_004.txt,0,1,0,
2014/53-pg17.1_005.txt,0,1,1,他在讲话中肯定了北京市近几年来积极应对国际金融危机冲击、切实转变经济发展方式、大力加强社会建设、打响治理“城市病”攻坚战所取得的成绩，就做好北京发展和管理工作发表了重要意见
2014/53-pg17.1_006.txt,0,1,1,他在讲话中肯定了北京市近几年来积极应对国际金融危机冲击、切实转变经济发展方式、大力加强社会建设、打响治理“城市病”攻坚战所取得的成绩，就做好北京发展和管理工作发表了重要意见
2014/53-pg17.1_007.txt,0,1,1,"当前关键在突破发展瓶颈，实现经济转型，改变受外部环境影响较大的状况 

 森古普塔：2008年国际金融危机爆发后，新兴市场国家在世界经济舞台发挥了关键性作用"
2014/53-pg17.1_009.txt,0,1,0,
2014/53-pg17.1_010.txt,0,1,0,
2014/53-pg17.1_011.txt,0,1,1,例如，在2014年初这一轮资本外逃冲击中，面对新兴市场国家的倡议，美联储明确拒绝通过国际合作处理这种风险，其态度与国际金融危机后发达国家要求新兴市场国家合作截然不同
2014/53-pg17.1_012.txt,1,0,1,吸取国际金融危机的教训，各国和地区纷纷强调回归实体经济
2014/53-pg17.1_013.txt,1,1,0,
2014/53-pg17.1_014.txt,0,1,1,"世界经济发展的规律表明，伴随着世界工厂地位的确立，必然是海运大国的成长 

 在持续5年多的国际金融危机持续影响下，这些成绩的取得，尤为难能可贵"
2014/53-pg17.1_016.txt,0,1,0,
2014/54-pg17.2_002.txt,0,1,0,
2014/54-pg17.2_003.txt,0,1,1,特别是2008年国际金融危机以来，我国采取了一系列重大举措，有效应对各种风险冲击，保持了经济平稳较快发展，催生了这轮有史以来最大的回国潮
2014/54-pg17.2_004.txt,0,1,1,与此同时，国际金融危机爆发后，国际房地产商、设计师和投资公司转向非洲寻求新市场，这导致非洲城市化出现了一种轻率倾向，即大城市跟风比拼“迪拜模式”
2014/54-pg17.2_005.txt,0,1,0,
2014/54-pg17.2_006.txt,0,1,0,
2014/54-pg17.2_007.txt,0,1,0,
2014/54-pg17.2_008.txt,1,1,0,
2014/54-pg17.2_009.txt,0,1,1,"中国踏上了全面深化改革的重要征程，更大的发展动力正在中国蓄势聚合，这是中国的利好，也是世界的利好 

 “由于遭受国际金融危机冲击，冰岛经济一度濒临崩溃，正努力将重心从金融转向渔业、旅游、能源等行业，因此签署加强与中国经济关系的协定十分重要"
2014/54-pg17.2_011.txt,1,1,0,
2014/54-pg17.2_012.txt,0,1,1,国际金融危机爆发后，丹麦和瑞典的房地产市场受到较大冲击，但仍然未调整到合理水平
2014/54-pg17.2_013.txt,1,1,0,
2014/54-pg17.2_014.txt,0,1,0,
2014/54-pg17.2_015.txt,0,1,0,
2014/54-pg17.2_017.txt,1,1,0,
2014/55-pg17.3_002.txt,1,1,0,
